Protein ID	Description	Peptides	Frames	Hits	Ratio AS-0/C-0	StDev	pValue	Fraction 1D_2D									
SP://P22599	A1AT2_MOUSE Alpha_1_antitrypsin 1_2 OS=Mus musculus GN=Serpina1b PE=1 SV=2	2	2	3	0.03	0.018	3.16E-05	C_24_29
SP://P22599	A1AT2_MOUSE Alpha_1_antitrypsin 1_2 OS=Mus musculus GN=Serpina1b PE=1 SV=2	1	1	2	0.085	0.017	2.03E-05	C_25_26
SP://P22599	A1AT2_MOUSE Alpha_1_antitrypsin 1_2 OS=Mus musculus GN=Serpina1b PE=1 SV=2	1	1	4	0.506	0.03	1.10E-03	C_25_28
SP://P22599	A1AT2_MOUSE Alpha_1_antitrypsin 1_2 OS=Mus musculus GN=Serpina1b PE=1 SV=2	1	1	2	3.98	0.912	1.24E-03	C_32_26
SP://P22599	A1AT2_MOUSE Alpha_1_antitrypsin 1_2 OS=Mus musculus GN=Serpina1b PE=1 SV=2	1	1	2	0.256	0.092	1.11E-03	C_18_31
SP://P22599	A1AT2_MOUSE Alpha_1_antitrypsin 1_2 OS=Mus musculus GN=Serpina1b PE=1 SV=2	1	1	4	0.566	0.026	2.55E-05	C_20_31
SP://P22599	A1AT2_MOUSE Alpha_1_antitrypsin 1_2 OS=Mus musculus GN=Serpina1b PE=1 SV=2	1	2	6	0.394	0.005	1.89E-07	C_24_31
SP://P22599	A1AT2_MOUSE Alpha_1_antitrypsin 1_2 OS=Mus musculus GN=Serpina1b PE=1 SV=2	1	1	2	0.097	0.005	2.67E-03	C_26_31
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	6	7	13	0.007	0.001	6.92E-08	A_17_02
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	3	3	15	1.427	0.04	1.11E-15	A_32_01
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	7	9	35	4.178	0.049	9.90E-20	A_31_02
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	1	1.851	0.18	4.77E-02	A_32_03
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	2	76.894	23.286	1.40E-02	A_33_02
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	2	99999.9	99999.9	2.40E-09	A_33_04
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	2	99999.9	99999.9	2.40E-09	A_30_18
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	3	3	4	1.155	0.016	4.26E-04	A_30_20
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	4	5	17	0.249	0.005	2.11E-15	A_31_19
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	6	6	23	0.1	0.007	9.90E-20	A_31_21
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	3	4	18	0.265	0.018	7.09E-13	A_32_20
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	4	4	17	1.462	0.043	8.34E-14	A_33_19
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	6	8	46	2.795	0.033	9.90E-20	A_33_21
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	4	4	12	0.429	0.013	3.16E-14	A_34_20
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	1	6.117	0.958	3.07E-02	A_35_21
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	2	5.949	3.137	8.80E-04	A_36_18
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	2	2	8	0.241	0.016	7.66E-10	A_36_20
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	2	2	2	2.511	0.408	6.27E-06	A_20_24
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	3	1.666	0.081	6.24E-04	A_24_24
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	2	3.698	0.805	3.11E-03	A_26_24
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	3	0.472	0.023	4.20E-04	A_27_23
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	7	7	35	0.711	0.01	9.90E-20	A_29_23
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	3	3	12	0.448	0.024	2.34E-10	A_30_22
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	3	3	14	1.617	0.023	3.60E-14	A_30_24
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	6	7	42	0.231	0.003	9.90E-20	A_31_23
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	5	6	13	0.32	0.02	9.90E-20	A_32_22
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	3	4	8	0.001	0.001	3.87E-04	A_32_24
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	7	9	45	2.494	0.028	9.90E-20	A_33_23
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	5	0.78	0.023	5.70E-04	A_34_22
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	2	2	12	0.726	0.053	1.16E-08	A_35_23
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	1	99999.9	99999.9	1.00E-05	A_23_25
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	2	4.105	0.202	1.56E-03	A_25_25
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	3	3	7	0.805	0.01	1.36E-07	A_30_25
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	5	6	13	0.383	0.026	4.55E-11	A_34_24
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	2	2	4	0.128	0.026	2.49E-02	B_33_02
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	2	0.358	0.06	2.58E-04	B_31_18
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	1	99999.9	99999.9	1.00E-05	B_32_19
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	5	6	22	0.287	0.002	9.90E-20	B_30_21
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	7	8	34	0.375	0.004	9.90E-20	B_31_20
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	6	0.646	0.055	1.88E-04	B_31_22
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	9	13	51	0.285	0.005	9.90E-20	B_32_21
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	9	11	34	0.079	0.001	9.90E-20	B_33_20
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	8	9	36	0.336	0.003	9.90E-20	B_33_22
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	3	3	7	0.482	0.012	3.23E-07	B_34_21
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	6	0.627	0.021	2.05E-11	B_35_20
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	1	0.69	0.027	2.91E-03	B_35_22
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	2	1.337	0.025	2.44E-03	B_36_21
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	2	2	6	1.721	0.05	5.17E-06	B_17_24
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	3	3	5	0.004	0.001	4.51E-03	B_18_25
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	2	2	9	1.077	0.039	4.79E-07	B_28_23
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	7	8	29	2.87	0.035	9.90E-20	B_29_24
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	17	20	140	0.221	0.001	9.90E-20	B_30_23
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	10	10	60	1.409	0.019	9.90E-20	B_31_24
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	12	16	111	0.851	0.005	9.90E-20	B_32_23
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	8	8	32	1.43	0.02	9.90E-20	B_33_24
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	6	10	62	0.408	0.004	9.90E-20	B_34_23
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	8	9	31	0.054	0	9.90E-20	B_36_23
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	4	5	9	0.008	0	1.16E-06	C_12_25
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	2	2	3	1.57	0.161	1.91E-03	C_31_20
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	2	2	3	0.173	0.019	7.62E-03	C_19_24
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	1	1	1	0.697	0.081	2.44E-02	C_20_25
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	3	4	10	0.158	0.004	8.88E-16	C_29_23
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	4	5	17	0.435	0.01	9.90E-20	C_29_25
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	2	3	8	3.411	0.21	8.40E-09	C_30_22
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	4	6	27	0.012	0	9.90E-20	C_30_24
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	3	3	15	1.525	0.015	9.90E-20	C_31_23
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	4	6	33	0.793	0.002	9.90E-20	C_31_25
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	5	8	33	0.61	0.011	9.90E-20	C_32_22
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	7	7	23	1.174	0.014	9.90E-20	C_32_24
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	6	6	15	2.079	0.052	3.02E-13	C_33_23
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	2	3	7	0.427	0.03	1.35E-05	C_33_25
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	3	3	5	0.675	0.015	1.98E-06	C_34_22
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	3	4	10	0.04	0.002	3.83E-13	C_34_24
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	6	8	33	0.342	0.007	9.90E-20	C_35_23
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	3	4	11	0.289	0.003	9.90E-20	C_35_25
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	2	2	9	1.541	0.014	2.74E-09	C_30_26
SP://P23953	EST1C_MOUSE Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	7	7	28	0.179	0.002	9.90E-20	C_31_27
SP://P24270	CATA_MOUSE Catalase OS=Mus musculus GN=Cat PE=1 SV=4	1	1	1	0	0	0.00E+00	A_26_01
SP://P24270	CATA_MOUSE Catalase OS=Mus musculus GN=Cat PE=1 SV=4	1	1	1	0.116	0.062	1.77E-02	A_25_02
SP://P26262	KLKB1_MOUSE Plasma kallikrein OS=Mus musculus GN=Klkb1 PE=1 SV=2	2	2	7	1.411	0.046	4.83E-07	A_18_01
SP://P26262	KLKB1_MOUSE Plasma kallikrein OS=Mus musculus GN=Klkb1 PE=1 SV=2	1	1	3	0.663	0.054	2.92E-03	A_20_01
SP://P26262	KLKB1_MOUSE Plasma kallikrein OS=Mus musculus GN=Klkb1 PE=1 SV=2	1	1	2	0.591	0.033	7.73E-03	A_22_01
SP://P26262	KLKB1_MOUSE Plasma kallikrein OS=Mus musculus GN=Klkb1 PE=1 SV=2	1	1	1	3.467	0.197	1.71E-02	A_19_02
SP://P26262	KLKB1_MOUSE Plasma kallikrein OS=Mus musculus GN=Klkb1 PE=1 SV=2	1	1	4	0.862	0.033	2.37E-04	A_21_02
SP://P26262	KLKB1_MOUSE Plasma kallikrein OS=Mus musculus GN=Klkb1 PE=1 SV=2	1	1	1	1.888	0.102	4.49E-02	A_23_02
SP://P26262	KLKB1_MOUSE Plasma kallikrein OS=Mus musculus GN=Klkb1 PE=1 SV=2	1	1	2	0.807	0.05	8.96E-03	B_20_23
SP://P26262	KLKB1_MOUSE Plasma kallikrein OS=Mus musculus GN=Klkb1 PE=1 SV=2	2	2	2	2.041	0.025	8.13E-04	C_17_02
SP://P26262	KLKB1_MOUSE Plasma kallikrein OS=Mus musculus GN=Klkb1 PE=1 SV=2	3	3	6	2.47	0.113	1.50E-07	C_18_01
SP://P26262	KLKB1_MOUSE Plasma kallikrein OS=Mus musculus GN=Klkb1 PE=1 SV=2	1	1	2	0.282	0.038	5.82E-04	C_19_24
SP://P26262	KLKB1_MOUSE Plasma kallikrein OS=Mus musculus GN=Klkb1 PE=1 SV=2	1	1	1	0.783	0.036	3.40E-02	C_20_23
SP://P26954	IL3B2_MOUSE Interleukin_3 receptor class 2 subunit beta OS=Mus musculus GN=Csf2rb2 PE=2 SV=1	1	1	1	0.03	0.026	4.73E-03	C_24_23
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	2	0	0	0.00E+00	A_11_02
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	3	3	5	0.289	0.031	5.26E-06	A_12_01
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	6	7	14	0.002	0.003	5.21E-01	A_13_02
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	3	3	12	0.706	0.004	1.22E-15	A_14_01
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	8	10	19	0	0	3.93E-02	A_15_02
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	9	11	38	0.661	0.004	9.90E-20	A_16_01
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	20	23	62	0.087	0.001	9.90E-20	A_17_02
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	7	7	22	0.756	0.005	9.90E-20	A_18_01
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	3	4	18	0.059	0.002	1.58E-12	A_20_01
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	6	7	19	0.188	0.006	7.77E-15	A_22_01
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	4	4	6	0.185	0.007	3.14E-05	A_24_01
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	1	7.241	0.43	4.88E-04	A_21_02
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	2	3	9	0.495	0.053	1.25E-08	A_23_02
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	1	0.218	0.047	5.72E-03	A_33_02
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	3	1.187	0.044	1.84E-03	A_20_20
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	6	7	12	4.352	0.093	3.14E-14	A_20_22
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	5	6	18	3.012	0.038	1.11E-16	A_21_21
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	6	6	30	1.994	0.041	9.90E-20	A_22_20
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	2	2	4	2.559	0.1	7.60E-07	A_22_22
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	2	2	8	2.114	0.163	3.45E-10	A_23_19
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	2	1.636	0.21	7.31E-03	A_23_21
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	2	0.384	0.022	6.46E-04	A_12_24
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	3	3	9	0.519	0.028	5.40E-09	A_13_23
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	6	6	18	0.033	0.006	1.73E-10	A_15_23
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	1	99999.9	99999.9	1.00E-05	A_16_24
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	5	5	11	0.706	0.013	6.73E-12	A_17_23
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	7	8	16	0.463	0.008	9.90E-20	A_18_24
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	3	4	19	0.689	0.01	9.90E-20	A_19_23
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	17	20	80	1.817	0.029	9.90E-20	A_20_24
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	9	13	61	1.806	0.031	9.90E-20	A_21_23
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	9	11	59	1.422	0.03	9.90E-20	A_22_23
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	9	10	42	0.818	0.014	9.90E-20	A_22_24
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	3	3	12	1.659	0.053	2.97E-11	A_24_24
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	2	2	7	0.649	0.026	1.30E-05	A_25_23
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	2	3.162	0.306	2.23E-03	A_26_24
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	5	0.449	0.045	7.00E-04	A_11_31
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	1	0.271	0.076	3.64E-02	A_12_26
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	4	4	5	0.232	0.006	6.31E-03	A_13_25
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	4	5	9	0.286	0.006	9.90E-20	A_13_31
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	2	2	5	0.344	0.034	6.27E-05	A_14_26
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	3	3	5	0.253	0.039	2.58E-06	A_14_32
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	3	4	8	0.648	0.012	4.18E-09	A_15_25
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	5	0.622	0.093	6.84E-05	A_15_31
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	2	2	5	0.215	0.007	5.88E-07	A_17_25
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	2	2	3	0.323	0.007	2.86E-11	A_17_31
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	2	2	5	0.684	0.032	1.42E-05	A_18_26
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	4	4	10	0.111	0.015	9.90E-20	A_19_25
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	3	3	7	0.361	0.051	1.76E-11	A_19_31
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	3	3	10	0.729	0.047	1.20E-13	A_20_26
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	3	0.523	0.096	4.29E-04	A_20_32
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	15	24	45	0.012	0.002	9.90E-20	A_21_25
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	6	7	22	0.011	0.011	9.90E-20	A_21_31
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	2	2	7	1.288	0.028	4.47E-11	A_22_26
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	4	7	11	99999.9	37796.41	9.90E-20	A_23_25
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	5	5	7	0.168	0.089	9.55E-15	A_23_31
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	4	4	11	1.17	0.043	1.01E-08	A_25_25
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	1	99999.9	99999.9	1.00E-05	B_16_01
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	1	6.093	0.738	7.05E-04	B_18_01
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	2	99999.9	99999.9	2.40E-09	B_19_20
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	2	99999.9	99999.9	2.40E-09	B_20_19
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	3	3	8	0.026	0.021	1.50E-04	B_21_20
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	1	99999.9	99999.9	1.00E-05	B_22_19
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	1	4.59	0.617	1.59E-02	B_12_23
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	1	1	1	4.986	1.324	2.21E-02	B_13_22
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	4	5	21	2.633	0.03	9.90E-20	B_14_23
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	6	6	16	0.123	0.006	1.33E-13	B_16_23
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	8	9	36	1.689	0.021	9.90E-20	B_18_23
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	2	2	7	0.226	0.011	7.62E-07	B_20_21
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	12	17	80	0.136	0.003	9.90E-20	B_20_23
SP://P28665	MUG1_MOUSE Murinoglobulin_1 OS=Mus musculus GN=Mug1 PE=1 SV=3	5	5	17	0.562	0.016	9.99E-16	B_21_22
