527_RG_Benzing_Rinschen_150523_TQ_S01	527_RG_Benzing_Rinschen_150523_TQ_S02	527_RG_Benzing_Rinschen_150523_TQ_S07	527_RG_Benzing_Rinschen_150523_TQ_S08	527_RG_Benzing_Rinschen_150523_TQ_S09	527_RG_Benzing_Rinschen_150523_TQ_S10	527_RG_Benzing_Rinschen_150523_TQ_S15	527_RG_Benzing_Rinschen_150523_TQ_S16	527_RG_Benzing_Rinschen_150523_TQ_S17	527_RG_Benzing_Rinschen_150523_TQ_S18	527_RG_Benzing_Rinschen_150523_TQ_S23	527_RG_Benzing_Rinschen_150523_TQ_S24	724_RG_Rinschen_Schermer_150624_C1_01	724_RG_Rinschen_Schermer_150624_C2_02	724_RG_Rinschen_Schermer_150624_C3_03	724_RG_Rinschen_Schermer_150624_C4_04	724_RG_Rinschen_Schermer_150624_PAN_1_05	724_RG_Rinschen_Schermer_150624_PAN_2_06	724_RG_Rinschen_Schermer_150624_PAN_3_07	724_RG_Rinschen_Schermer_150624_PAN_4_08	Q-value	Intensity	MS/MS Count	Protein IDs	Majority protein IDs	Protein names	Gene names	PDB
24.30348	23.75062	23.83393	24.92854	24.37458	24.50652	24.04693	24.70993	23.81118	22.44177	24.02428	23.96376	25.1332	25.42262	25.32673	24.79129	24.94235	25.20038	25.35286	24.80646	0	2174000000	32	O75146;A0A024RBR4;B4DPL0;B3KQW8;B3KN98;B4DI31;H0YH66	O75146;A0A024RBR4;B4DPL0;B3KQW8	Huntingtin-interacting protein 1-related protein	HIP1R	1R0D
25.25505	25.24198	25.33555	25.35488	25.18941	25.2484	25.09334	25.23765	25.19257	25.13348	25.14853	25.37262	25.09104	25.49616	25.55485	25.01682	25.23264	25.02728	24.9771	25.25829	0	2617300000	70	O75157;B4DN36;H0Y865;B4DMB2	O75157	TSC22 domain family protein 2	TSC22D2	
21.96804	21.87962	22.59081	21.57945	23.40046	21.226	21.73792	20.93612	21.49445	23.50834	23.51321	22.02945	23.65709	23.47902	22.84322	23.18371	23.28051	23.27099	23.16059	22.74528	0	549250000	17	O75170;A0A024R4W0;T1ECW5;B3KMU0;B3KMJ7	O75170;A0A024R4W0;T1ECW5;B3KMU0;B3KMJ7	Serine/threonine-protein phosphatase 6 regulatory subunit 2	PPP6R2	
25.94215	25.94322	25.92583	26.1189	25.70715	25.77616	25.99056	26.00866	26.21007	24.95278	26.11597	23.40276	25.97016	23.93435	22.82685	25.50364	25.63929	21.5213	24.48867	25.02517	0	1936400000	65	O75223;M0QZK8;B3KMN7;B8ZZK2;H7BZK5	O75223;M0QZK8;B3KMN7	Gamma-glutamylcyclotransferase	GGCT	2I5T;2PN7;2Q53;2RBH;3CRY
24.95056	24.88679	25.89136	25.46588	25.61765	26.17091	26.70965	26.52586	25.59767	25.47045	25.87115	26.70675	24.96807	24.83258	24.38962	24.67697	24.15213	24.20553	24.78287	25.5112	0	2682300000	59	O75340;Q53FC3;A0A024QZ42;H0Y9X3	O75340;Q53FC3;A0A024QZ42	Programmed cell death protein 6	PDCD6	2ZN8;2ZN9;2ZND;2ZNE;2ZRS;2ZRT;3AAJ;3AAK
29.33669	29.38716	29.57031	29.29879	29.36953	29.47646	29.58999	29.63927	29.90441	29.81166	29.80827	29.87543	29.49886	29.72725	29.99618	29.74783	29.29496	29.78018	29.40371	29.20011	0	60639000000	353	Q6FGD7;O75347;E5RJD8;E5RHG6;B4DT30;E5RIW3;E5RIX8;E5RJM1	Q6FGD7;O75347;E5RJD8;E5RHG6;B4DT30;E5RIW3;E5RIX8	Tubulin-specific chaperone A	TBCA	1H7C
27.11852	26.83135	27.10909	27.29149	26.16083	26.49759	25.95051	25.37342	25.90458	25.44743	25.95877	24.92456	27.20927	26.90552	26.98609	27.14102	27.37882	27.24572	27.17703	27.22315	0	10816000000	104	O75367;B4DJC3;Q59FH0;D6RCF2	O75367;B4DJC3;Q59FH0	Core histone macro-H2A.1;Histone H2A	H2AFY	1U35;1ZR3;1ZR5;2F8N;2FXK;3HQH;3HSV;3IID;3IIF;3IVB
25.47886	25.52289	25.8275	25.70068	25.7015	25.52877	25.74178	25.85457	25.75819	26.13506	25.80924	25.7483	25.77638	25.73086	25.6584	25.63461	25.88837	25.79934	26.06493	26.77065	0	4875600000	46	V9HW48;O75368;D3DTE6;B0AZV6	V9HW48;O75368;D3DTE6	SH3 domain-binding glutamic acid-rich-like protein	SH3BGRL	1U6T;1WRY
32.4141	32.49236	32.1745	32.22398	32.2457	32.12796	31.96664	31.95972	32.46122	31.97189	32.13816	31.52487	30.925	31.13063	31.18666	31.10137	30.99328	30.89742	31.11079	31.40669	0	2.1979E+11	2028	O75369;A0A024R321;Q68CT4;E7EN95;H7C5L4;Q8WXT3	O75369;A0A024R321;Q68CT4;E7EN95	Filamin-B	FLNB;DKFZp686A1668	2DI8;2DI9;2DIA;2DIB;2DIC;2DJ4;2DLG;2DMB;2DMC;2E9I;2E9J;2EE6;2EE9;2EEA;2EEB;2EEC;2EED;2WA5;2WA6;2WA7;3FER;4B7L
23.6536	21.28109	23.02911	23.42496	22.16618	22.36648	21.6587	23.48567	23.514	24.10053	24.03808	21.89742	24.8569	24.98011	24.65715	24.62176	25.11406	24.88697	25.07672	24.84498	0	1906800000	31	Q6IBC4;O75380;D6RBT3	Q6IBC4;O75380	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial"	NDUFS6	
25.20631	25.3812	24.66384	25.77085	25.96182	25.21397	24.84273	24.95522	24.78257	22.02268	25.30341	24.53783	25.8593	26.2436	25.96168	26.64568	25.98222	26.16254	26.10205	26.27153	0	5243100000	86	O75396;I1VE16;I1VE20	O75396	Vesicle-trafficking protein SEC22b	SEC22B	2NUP;2NUT;3EGD;3EGX
26.78793	26.90495	26.61667	26.85139	26.26841	26.80267	26.2249	26.66397	25.92386	25.82951	26.79216	26.77254	22.05831	23.61773	23.83297	24.05391	24.00256	24.62773	23.84316	25.12711	0	3344300000	115	O75400;B4DPY2;F5H578;Q05C41;H0YG38;H7C2N3;Q4ZG51	O75400;B4DPY2;F5H578	Pre-mRNA-processing factor 40 homolog A	PRPF40A	1UZC;1YWI;1YWJ;1ZR7;2CQN;2DYF;2KZG;2L5F;2L9V;2LKS
23.14199	23.78427	23.826	24.03901	24.46314	23.45701	24.51977	23.96693	23.89097	23.65496	24.12408	24.26878	23.82939	24.47265	24.28461	24.31403	24.02775	24.09426	24.09981	23.86221	0	1343900000	45	O75410;G8JLK4;B4E302;E7EVI4;B4DH49;Q5HYH0;E7ET87;B4DHF7;H0YAY0;E5RFM9;R4GMT7;B4E3L7;B4E3H6;H0YBT8;B7Z3G3;B4E0Z9;E5RJU4;E5RJG6	O75410;G8JLK4;B4E302;E7EVI4;B4DH49;Q5HYH0;E7ET87;B4DHF7;H0YAY0;E5RFM9;R4GMT7	Transforming acidic coiled-coil-containing protein 1	TACC1;DKFZp686K18126	
27.21697	27.36236	27.43817	27.67074	27.1776	27.0747	27.0502	27.17874	27.01329	26.72325	27.1693	26.49914	27.2035	27.27923	26.41984	26.78157	26.76724	26.80477	27.06044	27.37799	0	10234000000	165	O75436;F5H4L7;B4DLT1;G3V1N8;A8K3C1;S4R3Q6;S4R2Y3	O75436;F5H4L7;B4DLT1;G3V1N8;A8K3C1;S4R3Q6	Vacuolar protein sorting-associated protein 26A	VPS26A	2FAU
25.36041	25.2966	25.53839	24.99839	24.75369	25.09909	25.29221	25.44468	25.59158	25.54392	26.15085	26.22052	26.05337	26.1323	26.15599	25.87753	26.3191	26.50085	26.05951	26.07924	0	4912500000	107	Q96CP5;O75439;A8K1E9;B3KM34;Q9UG64;B3KQ85;G3V0E4;E7ERZ4;B4DM90;F8WAZ6;F8WEA6;F8WBE1	Q96CP5;O75439;A8K1E9;B3KM34;Q9UG64;B3KQ85;G3V0E4;E7ERZ4;B4DM90	Mitochondrial-processing peptidase subunit beta	PMPCB;DKFZp586I1223	
21.51779	22.11152	22.38714	22.32567	22.06309	22.71609	22.53003	22.83084	21.85423	23.77619	22.50414	23.05441	22.80781	23.24791	23.33431	22.80388	22.00139	21.96147	22.70408	21.38657	0.00044833	101060000	11	O75446	O75446	Histone deacetylase complex subunit SAP30	SAP30	2KDP
26.964	27.19178	27.27782	27.15673	26.80956	27.0874	27.07847	27.08891	27.13956	27.43928	27.48216	27.43333	26.01799	26.23854	26.2841	26.01684	26.0503	26.16789	25.90074	25.63716	0	6367300000	199	O75475;Q05CM9;Q8N4N4;H3BPQ6;Q9Y3E1;A0A024R216	O75475;Q05CM9	PC4 and SFRS1-interacting protein	PSIP1	1Z9E;2B4J;2M16;3F9K;3HPG;3HPH;3U88;3ZEH;4FU6
24.49344	23.98546	24.71366	24.65015	24.02825	23.57888	24.33736	24.08821	24.80813	23.5621	25.0943	25.46992	24.83865	24.96495	25.21827	24.8447	25.76797	25.50428	25.27106	25.26281	0	2470700000	49	O75489;Q9UF24;Q53FM7;B4DFM8;E9PS48;G3V194	O75489;Q9UF24;Q53FM7	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"	NDUFS3;DKFZp586K0821	
26.44892	25.96341	26.34486	26.04352	26.19781	26.3475	26.10727	26.3988	26.36805	26.20432	25.84702	26.244	25.51168	25.01201	25.4737	25.36433	25.18854	25.92087	25.95296	26.01994	0	3834200000	71	Q5JRI1;O75494;Q53GD7;Q6IQ42;Q8WXF0;R4GMP8;B3KNY6	Q5JRI1;O75494;Q53GD7	Serine/arginine-rich splicing factor 10	SRSF10	
21.3815	21.04261	21.65069	21.44375	22.0373	21.84729	22.33815	21.87038	22.57016	22.82426	22.7787	20.80871	24.9077	27.33518	24.39231	24.7454	26.12902	25.66183	26.24909	26.25384	0	3925400000	39	O75506	O75506	Heat shock factor-binding protein 1	HSBP1	3CI9
22.93361	21.77344	23.17069	22.08474	20.97469	21.65549	22.26658	21.92069	22.6089	24.40673	22.25833	21.01826	22.74018	22.88017	22.9805	23.06917	22.47011	23.48935	22.69047	22.58134	0	560610000	7	O75525;E5RG12;E5RJZ9;H0YAQ3;E5RHD3;H0YAQ1;H0YB45	O75525;E5RG12;E5RJZ9;H0YAQ3	"KH domain-containing, RNA-binding, signal transduction-associated protein 3"	KHDRBS3	
27.1716	27.13438	26.6126	27.15596	27.21456	27.17245	26.51635	26.7291	24.67869	23.97954	25.16181	24.10909	26.62798	26.29572	26.54884	26.76002	26.21882	26.47673	25.77042	26.19299	0	6670100000	151	O75533;Q7Z497;A0JLT9;Q32Q20;A0PJH5;B4DGZ4;H7C341;Q9NTB4;A8K355;F8WC19	O75533;Q7Z497;A0JLT9;Q32Q20;A0PJH5	Splicing factor 3B subunit 1	SF3B1	2F9D;2F9J;2FHO;2PEH;3LQV;4OZ1
22.02529	21.64101	21.66873	22.31659	21.17922	22.71343	22.05116	22.76142	20.9327	24.35662	22.35229	23.79064	23.45111	23.328	23.11897	22.65899	23.14241	23.18456	23.20972	23.22874	0	623760000	15	O75544;Q6FGY1;P84074;P37235;Q5U068;P61601;B2RB70;H7BZC1;Q68CP5;E9PC71;E5RGA9;Q59GU4	O75544;Q6FGY1;P84074;P37235;Q5U068;P61601;B2RB70	Neuron-specific calcium-binding protein hippocalcin;Hippocalcin-like protein 1;Neurocalcin-delta	HPCAL1;HPCA;NCALD	
25.85217	25.75944	26.26526	26.17314	25.33006	25.91948	26.13737	26.27272	25.71198	25.79206	26.10559	25.84041	25.88937	26.00472	26.3424	26.02897	26.00294	26.24958	26.19368	26.25019	0	5887300000	105	O75569;G5E9Q4;F8WEG8;C9JMM3;B4DJC7	O75569;G5E9Q4	Interferon-inducible double stranded RNA-dependent protein kinase activator A	PRKRA	2DIX
24.89555	26.16189	24.88739	24.78651	22.60704	25.31417	25.13927	19.516	24.54869	23.2414	20.77315	22.48115	24.33933	22.7616	24.01572	24.57727	24.05805	24.82731	24.71282	24.19746	0	1590400000	29	O75607	O75607	Nucleoplasmin-3	NPM3	
27.51081	27.71253	27.3789	27.61463	27.3687	27.75009	27.46925	27.27595	25.95939	24.26957	26.20462	25.01746	27.12996	27.23882	26.8811	26.98837	26.80021	26.8742	26.42587	26.9629	0	9104700000	202	O75643;A4FU77;Q9H8B9;C9JAQ9;B4E150;B4E0P5;Q9UNV9;A2RRQ7;Q7L5W4;Q9P172;Q5ZF01	O75643;A4FU77	U5 small nuclear ribonucleoprotein 200 kDa helicase	SNRNP200	2Q0Z;4F91;4F92;4F93;4KIT
26.4959	26.32145	26.93977	26.64938	26.25223	26.48547	26.70015	26.60908	26.4068	26.331	26.69578	26.77052	26.78269	26.6147	26.71017	26.91593	27.06938	27.19807	27.20051	27.1813	0	8584000000	143	O75663	O75663	TIP41-like protein	TIPRL	
26.08191	26.19139	26.20129	26.18117	25.73019	26.04057	25.74991	25.69317	25.84778	25.09917	25.85324	25.65239	25.1943	25.11529	24.41957	24.79228	24.71214	24.68827	24.43231	23.63578	0	2382400000	91	O75717;A8KAE0;B3KMD2;F8W7P7;B3KMC2;Q05DR3;B3KMD9;C9JYB3;H3BSQ1	O75717;A8KAE0;B3KMD2;F8W7P7;B3KMC2	WD repeat and HMG-box DNA-binding protein 1	WDHD1	2D7L
21.24769	20.83845	21.71433	21.31052	22.33848	21.13926	21.33215	21.95837	23.71473	23.48113	20.76965	22.20599	24.66052	24.38192	24.28249	24.34922	24.07953	24.00676	23.76223	23.3291	0	1169800000	18	Q6UQL6;Q6IBG3;O75792	Q6UQL6;Q6IBG3;O75792	Ribonuclease;Ribonuclease H2 subunit A	RNASEH2A;JUNB	3P56;3PUF
24.57387	24.26442	24.57231	24.37955	24.40354	24.2632	24.33183	23.96693	24.5389	24.70086	24.36933	24.30744	21.8572	21.37363	24.72619	23.31339	21.40631	22.43336	21.4854	21.83588	0	722400000	23	O75794;X6RA30;H7BZW7;X6RF82;X6RKY7	O75794;X6RA30;H7BZW7;X6RF82	Cell division cycle protein 123 homolog	CDC123	
23.89735	23.77826	23.84671	23.88204	23.55789	23.796	23.79382	23.96534	20.94917	22.79282	23.47246	22.86968	22.10179	21.37036	22.72468	22.7013	22.45667	21.36237	22.60701	23.55719	0	389120000	12	O75818;X6RLL4;F8WC38	O75818;X6RLL4	Ribonuclease P protein subunit p40	RPP40	
28.37285	28.32337	28.63152	28.59733	28.27578	28.29986	28.64523	28.62195	28.43531	28.62801	28.62485	28.78656	26.64471	26.77656	26.73402	26.95793	26.46441	26.82481	26.55605	26.56222	0	12865000000	208	O75821;K7EL20;Q6IAM0;A8K5K5;K7ER90;K7ENA8;K7EP16;B7Z1G0;B0AZV5;K7EL60;K7ENH0	O75821;K7EL20;Q6IAM0;A8K5K5;K7ER90;K7ENA8	Eukaryotic translation initiation factor 3 subunit G	EIF3G;EIF3S4	2CQ0
26.8259	26.74753	27.14355	26.99345	26.66397	27.16835	27.24952	27.42206	26.64086	26.60837	27.06034	27.41167	27.64678	27.42374	27.35666	27.33279	27.50817	27.31778	27.34528	27.19732	0	14137000000	189	V9HW40;O75828;Q53F60	V9HW40;O75828;Q53F60	Carbonyl reductase [NADPH] 3	CBR3	2HRB
25.68309	25.64408	25.74922	25.92053	26.01544	25.88346	25.87016	25.86176	26.35896	26.10949	26.04412	26.44421	25.76137	25.08058	25.22232	25.14628	25.70068	25.48275	25.56834	25.33596	0	3711700000	94	O75832;B1AJY5;B1AJY7;B1AJY6	O75832;B1AJY5;B1AJY7	26S proteasome non-ATPase regulatory subunit 10	PSMD10	1QYM;1TR4;1UOH
22.35491	21.61293	20.83163	22.41293	21.68	20.95641	21.591	20.7423	22.73469	23.91363	21.02404	21.53134	24.51869	24.15823	23.80479	23.89199	23.8692	23.96948	23.8853	23.90674	0	1002000000	17	O75843;B4E3E1;Q86V28;Q86U03;G3V532;G3V2V9;G3V3Z2;H0YJ08;H0YJ47;Q86U41	O75843;B4E3E1;Q86V28	AP-1 complex subunit gamma-like 2	AP1G2	2E9G;2YMT;3ZHF;4BCX
25.81132	25.99524	25.85384	26.07602	25.81083	25.75748	25.93137	26.03013	25.95283	25.8757	25.972	26.02846	21.72874	21.6081	21.98219	21.9558	22.84943	22.41983	22.72696	22.31756	0	1495600000	45	O75884	O75884	Putative hydrolase RBBP9	RBBP9	2QS9
24.24829	24.31817	24.21468	24.25335	23.79739	24.04118	24.08643	24.0476	24.31686	24.35944	24.15584	24.06686	24.27476	24.0496	24.02124	23.76658	24.12534	23.99602	24.00864	23.8148	0	1172400000	27	O75886	O75886	Signal transducing adapter molecule 2	STAM2	1X2Q;1X5B;2L0T
20.42682	20.56165	22.21453	20.49321	20.71404	21.84568	21.19621	20.44716	22.25233	22.0614	21.60462	20.54167	25.59412	25.74332	25.76373	25.67444	25.87697	25.76891	25.80816	25.91027	0	3122700000	28	O75897;Q08AS5;Q6PD90	O75897;Q08AS5	Sulfotransferase 1C4	SULT1C4	2AD1;2GWH
20.60526	21.53034	21.88326	20.67087	21.6984	21.63857	22.01123	22.05609	21.97285	22.92175	21.02927	21.55019	23.03733	23.51629	23.49924	23.37279	23.12734	22.88344	21.43354	23.00984	0	528290000	8	O75923;B7Z2R1;E5KVZ4;B7Z8G4	O75923;B7Z2R1	Dysferlin	DYSF	4CAH;4CAI;4IHB;4IQH
26.05631	25.8711	26.2827	26.24131	25.82685	25.93463	26.15615	25.92146	26.06056	25.81763	26.16816	25.93793	27.0358	26.69816	27.07133	26.84398	26.47383	26.45998	26.64719	26.58291	0	7438000000	97	O75935;X6RCK5;X6RA56;Q8NB28;X6RLR1	O75935;X6RCK5;X6RA56;Q8NB28;X6RLR1	Dynactin subunit 3	DCTN3	
27.31553	27.30947	27.3982	27.98923	27.13643	27.40763	27.41651	27.48815	27.28604	26.96587	27.51307	27.49083	25.22968	25.00637	25.56331	25.34888	25.82189	25.61989	25.74057	25.68619	0	5983600000	144	O75937;S4R3J5	O75937	DnaJ homolog subfamily C member 8	DNAJC8	
25.05159	25.07218	25.19888	24.83639	24.71968	25.14985	25.1645	24.79976	25.59986	25.11692	24.7963	25.25111	25.29341	25.59349	25.54366	25.27515	25.28778	25.40827	24.65606	24.3891	0	2483500000	46	O75940	O75940	Survival of motor neuron-related-splicing factor 30	SMNDC1	4A4F;4A4H
26.44818	26.6102	26.74714	26.73802	26.50691	26.82542	26.81934	26.80107	27.76901	27.45372	27.73815	27.99879	26.92909	27.07459	27.09778	27.03758	27.08304	27.50256	27.44806	27.53334	0	12430000000	134	O75947;F5H608;A0PJH2	O75947	"ATP synthase subunit d, mitochondrial"	ATP5H	
24.62628	24.32093	24.45951	24.35837	24.3948	24.14313	24.54875	24.39159	24.1145	23.41306	24.53338	22.52048	24.67584	24.55766	24.77193	24.7335	25.13841	25.01848	24.87708	24.96424	0	2199000000	38	Q6IB58;Q5ST80;Q53HQ0;O75955;B4DVY7;A2VCL5;A2AB09;A2AB10;A2AB12;A2ABJ5;A2AB13;A2AB11	Q6IB58;Q5ST80;Q53HQ0;O75955;B4DVY7;A2VCL5;A2AB09	Flotillin-1	FLOT1	
23.39021	23.50954	23.18303	22.78023	23.40302	23.01684	22.8423	21.58129	22.94161	23.93367	22.44106	21.51098	23.40989	23.3453	23.26499	23.4763	22.90468	23.22609	23.02655	23.02773	0	719630000	11	O75962;E7EWP2;D3DTD2;E7EPJ7;F5H228;B4E3M5;Q7Z2K2;C9IZQ6;H7BXZ5;O60229;J3QSW6	O75962;E7EWP2;D3DTD2;E7EPJ7	Triple functional domain protein	TRIO	1NTY;2NZ8
30.49505	30.45885	30.57208	30.56611	30.26819	30.5757	30.75254	30.72655	31.24485	30.70265	30.88954	31.12349	30.12964	30.50758	29.72735	29.85341	29.9776	29.90999	29.66951	30.01691	0	47425000000	150	O76003	O76003	Glutaredoxin-3	GLRX3	2DIY;2WZ9;2YAN;3ZYW
27.03307	26.79835	26.56912	26.2498	26.1174	26.59989	25.5428	25.65938	25.95078	25.59229	24.52522	24.59833	27.12248	26.91308	26.80587	26.82566	26.04737	26.41733	25.74701	25.74175	0	5336300000	133	O76021;Q32Q62;J3QSV6;A0PJ61;A0PJ87;B4DJ58;I3L3U9;I3L3C4;I3L1A3;I3L234;J3KPU7;I3L2F2;I3L4T8;I3L1Y4	O76021;Q32Q62;J3QSV6;A0PJ61;A0PJ87;B4DJ58;I3L3U9	Ribosomal L1 domain-containing protein 1	RSL1D1	
21.96153	20.42268	21.57592	22.02126	22.64544	21.49834	21.39644	21.62267	22.12405	22.98928	22.47887	22.51407	26.2776	25.9847	25.65179	25.88879	22.05287	25.46011	25.31676	24.41963	0.0091369	2791400000	12	O76024;H0Y9G5	O76024;H0Y9G5	Wolframin	WFS1	
27.85216	27.89111	28.12623	28.19901	27.41216	27.40154	27.65813	27.7018	27.55976	26.05368	27.76528	27.6799	27.07276	26.97421	26.84566	26.94168	26.94916	26.73182	26.38019	27.16327	0	11189000000	268	V9HWK0;O76094;Q86X80;A0PJJ5;Q71V07;Q0D2M6;R4GNC1;D6RDY6;O15302	V9HWK0;O76094;Q86X80;A0PJJ5;Q71V07;Q0D2M6	Signal recognition particle subunit SRP72	SRP72	
23.67055	23.65064	23.91269	23.86929	21.66013	23.61223	24.21275	23.99981	23.61448	23.19489	24.00084	24.08481	24.01801	24.01078	24.42316	24.22891	24.08302	24.04218	23.8146	24.19212	0	1574400000	29	O94763;Q6NX55;F8W9T0;Q96C15;I3L280;I3NI51;I3L130;I3L104	O94763;Q6NX55;F8W9T0;Q96C15	Unconventional prefoldin RPB5 interactor 1	URI1;C19orf2	
24.31063	23.52492	24.47964	23.7967	24.86858	24.10406	24.29677	24.36553	24.40536	23.79361	23.94601	21.20964	24.84752	25.12955	25.05084	25.35168	25.17268	25.05635	26.08438	25.28658	0	3057800000	52	O94804;H0YB71	O94804	Serine/threonine-protein kinase 10	STK10	2J7T;4AOT;4BC6;4EQU
23.47259	23.61818	24.05449	23.85443	22.63918	23.83036	24.22582	24.00427	22.31395	23.05098	24.02301	21.85692	22.49889	22.15068	22.97827	22.95591	19.9319	22.81524	21.87838	21.22434	0	374990000	9	O94819	O94819	Kelch repeat and BTB domain-containing protein 11	KBTBD11	
25.67457	26.05823	26.33678	26.33746	25.56564	25.54937	25.85716	25.65289	25.06468	24.03984	25.51626	25.21197	26.34371	26.48686	26.14425	26.1055	25.79506	26.39369	26.02263	25.82665	0	4700800000	91	O94874;B7ZAY8	O94874	E3 UFM1-protein ligase 1	UFL1	
23.52037	23.75552	23.95136	23.77374	23.406	23.22504	23.9604	23.85253	23.76182	23.42701	23.74786	24.03137	21.91795	23.24928	21.95708	21.93059	21.58726	22.0133	22.35527	22.58896	0	586470000	21	O94888;C9JAT7;F5GYB1;B4E126;F8WB69	O94888;C9JAT7;F5GYB1;B4E126	UBX domain-containing protein 7	UBXN7	1WJ4;2DAL;2DLX
25.54233	25.41574	25.82024	25.75858	25.41796	25.41525	25.61316	25.02246	24.24343	23.39807	24.41584	24.54333	25.30873	25.13191	25.38499	25.38331	25.50597	25.50549	25.44082	25.36195	0	3152300000	67	O94906	O94906	Pre-mRNA-processing factor 6	PRPF6	
24.51911	24.48886	24.76248	24.27526	24.62048	23.92705	24.71398	24.46532	24.69307	24.43339	24.31569	23.90802	26.98185	26.7709	26.68231	26.96135	26.78669	26.86903	26.4339	26.54809	0	6571600000	106	O94929;D6RHE7	O94929	Actin-binding LIM protein 3	ABLIM3	1UJS;2DJ7
24.88567	25.39414	24.24307	25.3981	23.31437	23.61403	23.16199	23.28926	23.81929	23.05275	25.35478	22.30041	27.47761	26.48582	26.56576	27.1518	26.31429	26.78369	27.17588	27.43595	0	6787300000	84	O94973;B7Z5S9;B7Z1Q4;B3KMI7;E9PR62;Q8N2F8;H0YEG0;Q59FN8;H0YDE9;E9PNC4;E9PQP4	O94973;B7Z5S9;B7Z1Q4	AP-2 complex subunit alpha-2	AP2A2	
23.88642	23.93814	24.13406	24.23389	23.6381	23.46936	24.13359	23.67595	23.19366	23.94407	22.77495	21.61994	20.69226	21.61299	22.75766	23.33538	22.83276	19.87799	23.54522	23.1332	0	946430000	17	Q0P607;O95104	Q0P607;O95104	"Splicing factor, arginine/serine-rich 15"	SFRS15;SCAF4	
23.61448	23.317	23.45651	23.38495	23.48296	23.02813	22.36274	22.0354	22.92383	24.39665	22.34392	22.89418	22.45679	22.96771	22.99067	22.73441	23.1654	23.16953	22.92207	23.19561	0	832240000	25	O95140;B7Z3H8;A6NLD2;B3KMR3;B3KM52;Q5JXC5	O95140;B7Z3H8;A6NLD2	Mitofusin-2	MFN2	
23.64845	23.3577	23.35931	23.98259	22.95081	22.71196	22.93704	22.55843	22.9652	22.77954	22.81962	21.49014	23.67885	23.6825	23.54286	23.71261	23.50688	23.69647	24.32079	24.22935	0	967670000	25	Q8N516;O95163;Q4LE38;B4E3I9;F5H2T0;B3KXE7;Q68DI5;B3KMT0;B3KNB2;B3KVS1;H0YDF3	Q8N516;O95163;Q4LE38;B4E3I9;F5H2T0;B3KXE7;Q68DI5	Elongator complex protein 1	IKBKAP;IKBKAP variant protein;DKFZp781H1425	
22.53405	22.12053	22.75028	22.81274	21.36601	21.66422	20.09935	21.9091	21.49345	22.82429	21.75786	22.59048	24.00179	23.69126	23.55567	23.50154	24.06003	24.23403	23.98468	24.19363	0	957220000	15	O95168;C9JXQ9;F2Z3P9	O95168;C9JXQ9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	NDUFB4	
20.88176	21.94204	21.5882	22.5913	21.99778	21.5845	21.96668	20.6224	21.32865	22.46371	20.83721	21.39247	24.80464	24.60693	25.13665	25.1476	25.62948	25.53662	25.85809	25.50039	0	2287800000	17	O95182;Q6FG42;Q32Q14;Q6IB89;M0R0N0;M0R1K9	O95182;Q6FG42;Q32Q14;Q6IB89;M0R0N0	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	NDUFA7	
26.95837	27.04906	27.2724	27.37352	26.71516	26.9651	27.2724	27.25079	26.69975	26.74008	27.09043	27.48362	27.7685	27.86331	27.73944	27.60336	27.93371	27.60442	27.62923	27.15663	0	12922000000	152	O95218	O95218	Zinc finger Ran-binding domain-containing protein 2	ZRANB2	1N0Z;2K1P;3G9Y
25.42323	25.3394	25.35877	25.82503	25.2249	25.15892	25.55532	25.27281	24.6919	24.6609	25.54389	25.20027	24.77711	25.30253	25.32351	25.40779	25.28599	25.45479	25.36966	25.4936	0	3457100000	76	O95219;B4DQV4;Q9H398;F8W9T3	O95219;B4DQV4;Q9H398	Sorting nexin-4	SNX4	
22.93153	22.94192	23.84594	24.0783	22.43064	23.03944	22.82145	23.24293	22.44309	22.88147	22.62787	22.82184	23.36777	22.29389	21.57875	22.96836	23.33816	22.08505	21.27292	22.30375	0	260480000	15	O95235;B4DL79;D6R9E4;D6RBN1	O95235;B4DL79	Kinesin-like protein KIF20A	KIF20A	
24.84953	24.91989	25.16484	24.95172	24.66622	24.9105	24.82138	24.50628	24.46039	24.92075	24.4318	24.14367	23.45571	21.4335	22.89993	21.55074	22.731	21.54454	22.3416	22.70736	0	677230000	45	O95239;Q59HG1;B3KNC0;Q2VIQ3;B4DYE2;Q6PKB2	O95239;Q59HG1;B3KNC0	Chromosome-associated kinesin KIF4A	KIF4A	
22.57847	22.8551	22.87314	22.81987	21.76648	22.71637	22.67663	22.88288	22.64463	22.65138	22.74144	22.396	22.74565	21.75974	23.01623	22.87725	21.99152	22.79846	22.7412	23.22406	0	350590000	16	O95251;E7EUP3;B7Z4D9;G3V125;B3KVJ2;B4DG18;B4DJ40;D6RFZ5;B4DGH8;H3BMX5	O95251;E7EUP3;B7Z4D9;G3V125;B3KVJ2	Histone acetyltransferase KAT7	KAT7	
